x0,x1,isRejected,chain_no
4.463765440350281,9.67876216317825,True,1
-2.8220827113898244,8.594887157851998,True,1
0.13593809675309337,2.357583374125909,True,1
10.72961661781154,5.038437018594201,True,1
2.3242664349090276,2.049886675869487,True,1
-0.1775167869974591,6.356007890897276,True,1
1.8010843105309302,-2.7011935908344795,False,1
1.9348400245654445,0.021075386586002942,False,1
5.392584820003467,-2.947584695039765,True,1
0.602610418800146,0.21053465574720054,False,1
6.733727276233976,6.087969735348341,True,1
-3.710501591532216,5.792423736971458,True,1
-0.7890381785044644,0.8359305321631207,True,1
-3.740591963102366,2.7694786354890937,True,1
-3.5916014414682245,-5.4695370929687,True,1
1.5967329285189098,0.08555331405139566,False,1
-0.4418757984877042,-1.6667438923933497,True,1
0.692974305753194,-6.532729751997513,True,1
-1.9851333162557927,1.6331633054884436,True,1
6.075580777274751,-1.7461363675642159,True,1
1.4840040151642904,1.7988807961730662,True,1
7.500692258447997,2.6726737026065384,True,1
-0.9405554462049446,-1.365411349897157,True,1
0.18222150259538372,-2.87743656859519,True,1
2.306437497533921,-1.5215704307816518,False,1
2.990439250197099,-8.42425583713111,True,1
5.2227997462440685,-1.0056387877520092,True,1
-1.0468863645945192,0.003084546959844392,True,1
-1.176751099193606,-3.8369690898393136,True,1
6.007440504535246,-5.140715063456196,True,1
4.169087256455761,-7.666545175890547,True,1
-3.4757048289348513,-0.012927986348687748,True,1
7.021555782172523,-2.241269774031055,True,1
5.936515965961275,-3.8648619294190674,True,1
3.1395374098413624,2.3849857151531992,True,1
6.705005388211896,2.238017492410363,True,1
2.8140858683484007,0.08638702299715484,False,1
1.849791506508757,0.2997666510739657,False,1
-3.2321484874341775,4.1773534837060105,True,1
-2.431068506147389,-0.5367478183845371,True,1
9.541559612430296,6.221825816811663,True,1
7.015303188731387,5.502551737083763,True,1
0.7777780227032354,3.5095922342595465,True,1
2.20871441411399,0.7591821692520526,False,1
3.714416538736508,-3.6384209930847256,True,1
3.650423482570068,2.391774646438445,True,1
-0.5695570248114721,0.16064400794136957,True,1
9.169728257865728,-0.6971649338738646,True,1
-0.8709498836672758,2.916178934419322,True,1
-0.43570251314940833,-3.961581893251614,True,1
3.792741264760571,-3.6130638656699707,True,1
5.0656096956326895,9.89651558713343,True,1
-1.4425744876626445,5.227247321635464,True,1
-0.11797757423556332,-1.3921536431412431,True,1
1.9357479928154648,7.612553055849519,True,1
-5.0364007495581955,-1.765518701739308,True,1
-2.38116019553042,-0.9920980097256835,True,1
2.9907117552153006,-1.1272351649392525,False,1
6.788394982918344,-0.7770301993984889,True,1
5.595549138584714,-5.649220962948167,True,1
-1.0101496343429583,-7.306319552049699,True,1
4.68836159052856,3.2300010154792025,True,1
6.418034202826066,-3.73133753813984,True,1
3.4241099502680172,-0.08056125738967634,True,1
-0.22292690148006367,-3.885434275940055,True,1
-4.611625289757903,-5.677551953063803,True,1
5.491637559324051,-7.535465787366243,True,1
3.178329601293,-5.256207311862883,True,1
0.03245976965004749,5.044823216687691,True,1
1.6625901693524818,-2.3116367765534283,False,1
3.7556968114794964,-2.997822101442421,True,1
3.2318223919759803,-1.3450975503336642,False,1
11.88476618909874,4.001014247411904,True,1
-0.7584477633761901,-4.545250407912704,True,1
7.630460775524433,1.275957372556727,True,1
0.5406832542214475,-0.8117995603425361,False,1
1.6603816503944004,-1.204401118914368,False,1
3.7483325688159903,3.5846383405175173,True,1
4.805693498830305,-3.07007750585814,True,1
-0.03520328400860162,-15.263473595322107,True,1
-2.1633983515767072,-2.5883282217119135,True,1
1.8618645151522948,-6.72524461911403,True,1
2.2864078022559027,-0.27567697411326486,False,1
1.6097787976882403,-3.3313316630232714,True,1
0.11496189818903169,1.388523210932437,True,1
3.3422490380790713,-2.7942446104693155,False,1
9.320187216044546,-11.074184710523445,True,1
-0.4191651307824231,0.9241327031034658,True,1
2.810726727731249,-3.985408128076229,True,1
11.027636859523767,-4.633366705252233,True,1
0.08879200126225983,-8.659941921679371,True,1
7.379227161737297,0.05931367160883605,True,1
0.43985952422473407,-8.327700432049538,True,1
0.1575056814200786,-8.396409679867572,True,1
0.9569928842770388,-3.0045137955475005,True,1
3.4872880048534345,-6.051866855901981,True,1
5.437813133415894,-2.44055626229067,True,1
3.046555175489256,-4.768314895471556,True,1
11.165898271081847,-1.2338713197176097,True,1
2.2137084716633955,-6.696863273158803,True,1
-4.780488833046906,5.463726834967963,True,1
10.31440391835637,-4.081761374003938,True,1
4.48762379364819,-0.35886927256751244,True,1
7.947568376510936,-5.884075438569939,True,1
0.8298987995127556,-4.718353084312467,True,1
3.135460089700818,-0.5260191223325075,False,1
2.591661286987535,4.021546328078274,True,1
8.161745690854033,0.6609696632522284,True,1
1.5376639726493173,0.9542044290575675,False,1
-1.0202410941293518,0.3600969070306864,True,1
4.203196300776975,-0.8886747204966456,True,1
1.0673648007156757,2.4466850720146693,True,1
4.312756583409847,0.31591067647249993,True,1
-6.29542246537161,-1.1176463154725442,True,1
-0.001855264075784513,1.3316107863258635,True,1
-1.3404426896668782,0.47973995930670904,True,1
-1.3407535815578542,-2.2977675251587417,True,1
2.704200133185538,1.2456323604073276,True,1
-3.091757064114097,-0.2949645754452057,True,1
2.7025774921185968,0.9311288114542392,True,1
-1.2811371307756176,4.7272473289355466,True,1
-3.2550828798592435,4.021279495364011,True,1
-9.099024979337646,3.3794825264950905,True,1
5.561955659775828,-3.194255049041448,True,1
5.811701569913353,-0.8593387863479831,True,1
5.851980378503924,-1.1207318329666673,True,1
-0.2260265565210482,-0.1672175516804688,True,1
4.558499897911364,-3.2893589976261004,True,1
3.851749963564831,2.3528222570302635,True,1
-4.3782085405442395,-4.737619439603877,True,1
-1.0715104270907592,-1.130552820146876,True,1
4.9653966747250795,-1.0217729544701581,True,1
4.331492569078661,0.9692879854026449,True,1
4.860018412111739,5.128722784262239,True,1
1.4749355262390982,1.5979171022504595,True,1
-1.622190569272191,-0.9291540733526686,True,1
2.659430793914501,-3.018290014660755,False,1
-4.242112092308751,-1.5812916600922342,True,1
1.8318160892586142,0.5024256336623738,False,1
0.4917319322609932,-6.365460505825611,True,1
1.9863382966193666,-6.124434775625441,True,1
